recording,timelocking_event,timelocking_time,epoch_idx,epoch_type,rejected,evar_FA,evar_n_hits,evar_max_hits,evar_HR,evar_trial_idx,cond_,set_Easy,set_Hard,set_Medium,trial_mean
"cS31_b1_b2_b3_b4_b5_b6","Trial:5 Rep2_1_nScene1_freqdistance0_freq(1600)_AM(7)_gap([7,25.2857]).wav",7950.651,17,"trial",0,0,2,2,1,17,1,1,0,0,8.3667612
"cS31_b1_b2_b3_b4_b5_b6","Trial:6 Rep1_2_nScene2_freqdistance6_freq(1115,2263)_AM(7,13)_gap([10.7143,13.8571;8.1538,24]).wav",7986.148,18,"trial",1,0,1,2,0.5,18,1,0,0,1,531.04706
"cS31_b1_b2_b3_b4_b5_b6","Trial:7 Rep4_2_nScene2_freqdistance6_freq(1600,766)_AM(23,13)_gap([9.7391,14.0435,18.3043;20.3846,25.8462]).wav",8022.316,19,"trial",0,0,3,3,1,19,1,0,0,1,-58.925949
"cS31_b1_b2_b3_b4_b5_b6","Trial:8 Rep3_1_nScene1_freqdistance0_freq(1425)_AM(7)_gap([13.7143,25.2857]).wav",8057.818,20,"trial",0,0,2,2,1,20,1,1,0,0,650.58356
"cS31_b1_b2_b3_b4_b5_b6","Trial:9 Rep1_3_nScene3_freqdistance6_freq(1115,2263)_AM(7,13)_gap([19.2857,22.2857;11.4615,14,25.3846;9.3333,16.3333]).wav",8093.052,21,"trial",1,0,1,2,0.5,21,1,0,1,0,-493.96298
"cS31_b1_b2_b3_b4_b5_b6","Trial:10 Rep4_3_nScene3_freqdistance6_freq(1600,3154)_AM(23,13)_gap([10.3478,15.5652;19.0769,21.6154,24.4615;6.6667,13]).wav",8130.033,22,"trial",1,1,1,2,0.5,22,1,0,1,0,249.72362
"cS31_b1_b2_b3_b4_b5_b6","Trial:11 Rep1_1_nScene1_freqdistance0_freq(1115)_AM(7)_gap([7.4286,12.4286,22.2857]).wav",8165.883,23,"trial",0,0,3,3,1,23,1,1,0,0,594.59357
"cS31_b1_b2_b3_b4_b5_b6","Trial:12 Rep2_2_nScene2_freqdistance6_freq(1600,3154)_AM(7,13)_gap([13.8571,23.7143,26.5714;8.3846,16.2308,20.0769]).wav",8201.266,24,"trial",1,0,2,3,0.66667,24,1,0,0,1,-759.00287
"cS31_b1_b2_b3_b4_b5_b6","Trial:1 Rep2_1_nScene1_freqdistance0_freq(1600)_AM(3)_gap([7.6667,12.6667,20.3333]).wav",8242.472,25,"trial",0,0,3,3,1,25,1,1,0,0,43.363117
"cS31_b1_b2_b3_b4_b5_b6","Trial:2 Rep2_3_nScene3_freqdistance6_freq(1600,766)_AM(3,13)_gap([15.6667,18;6.5385,21.2308,26.6923;9.1304,11.7391]).wav",8277.619,26,"trial",1,2,2,2,1,26,1,0,1,0,1286.8655
"cS31_b1_b2_b3_b4_b5_b6","Trial:3 Rep4_2_nScene2_freqdistance6_freq(1600,3154)_AM(13,7)_gap([14.6154,20.6154,26.6154;10.7143,24.5714]).wav",8312.77,27,"trial",0,0,3,3,1,27,1,0,0,1,145.61386
"cS31_b1_b2_b3_b4_b5_b6","Trial:4 Rep3_1_nScene1_freqdistance0_freq(1600)_AM(3)_gap([10,22,24]).wav",8348.054,28,"trial",0,0,3,3,1,28,1,1,0,0,145.90686
"cS31_b1_b2_b3_b4_b5_b6","Trial:5 Rep1_3_nScene3_freqdistance6_freq(1115,2263)_AM(23,7)_gap([10.7826,24.3478;16,18.7143,21;7.9231,13.6154,26.5385]).wav",8383.441,29,"trial",0,0,2,2,1,29,1,0,1,0,366.52289
"cS31_b1_b2_b3_b4_b5_b6","Trial:6 Rep3_2_nScene2_freqdistance6_freq(1600,3154)_AM(3,23)_gap([6.6667,9.6667;12.4348,19.7391,24.3913]).wav",8418.853,30,"trial",0,0,2,2,1,30,1,0,0,1,394.12589
"cS31_b1_b2_b3_b4_b5_b6","Trial:7 Rep1_1_nScene1_freqdistance0_freq(1115)_AM(23)_gap([12.3478,15.6087,20.2174]).wav",8454.603,31,"trial",0,0,3,3,1,31,1,1,0,0,258.30713
"cS31_b1_b2_b3_b4_b5_b6","Trial:8 Rep3_3_nScene3_freqdistance6_freq(1600,766)_AM(3,23)_gap([9,24;11.3913,20.3478,26;14,16.1429]).wav",8489.92,32,"trial",0,0,2,2,1,32,1,0,1,0,-644.04376
"cS31_b1_b2_b3_b4_b5_b6","Trial:9 Rep2_2_nScene2_freqdistance6_freq(1600,3154)_AM(3,13)_gap([12.3333,14.3333;7.7692,17.1538,21.1538]).wav",8525.404,33,"trial",0,0,2,2,1,33,1,0,0,1,733.2027
"cS31_b1_b2_b3_b4_b5_b6","Trial:10 Rep1_2_nScene2_freqdistance6_freq(1115,497)_AM(23,7)_gap([6.3043,22.3913;12.8571,15.2857,25.1429]).wav",8561.371,34,"trial",0,0,2,2,1,34,1,0,0,1,872.63629
"cS31_b1_b2_b3_b4_b5_b6","Trial:11 Rep4_1_nScene1_freqdistance0_freq(1600)_AM(13)_gap([10.9231,14.8462,21.1538]).wav",8596.671,35,"trial",0,0,3,3,1,35,1,1,0,0,-424.4068
"cS31_b1_b2_b3_b4_b5_b6","Trial:12 Rep4_3_nScene3_freqdistance6_freq(1600,3154)_AM(13,7)_gap([8.8462,23.5385,26.3077;11,14.2857,16.2857;6.0435,19.3913]).wav",8631.871,36,"trial",1,2,0,3,0,36,1,0,1,0,430.16663
"cS31_b1_b2_b3_b4_b5_b6","Trial:1 Rep2_2_nScene2_freqdistance6_freq(2016,993)_AM(23,7)_gap([14.4783,17.7391,25.913;6.1429,23.1429]).wav",8671.126,37,"trial",0,0,3,3,1,37,1,0,0,1,337.46201
"cS31_b1_b2_b3_b4_b5_b6","Trial:2 Rep3_2_nScene2_freqdistance6_freq(1600,3154)_AM(23,3)_gap([19.5652,22.4783,25.8696;13.6667,16.3333]).wav",8706.591,38,"trial",0,1,3,3,1,38,1,0,0,1,729.22516
"cS31_b1_b2_b3_b4_b5_b6","Trial:3 Rep4_1_nScene1_freqdistance0_freq(1600)_AM(3)_gap([8.6667,18.3333,25]).wav",8741.74,39,"trial",0,0,3,3,1,39,1,1,0,0,-401.80521
"cS31_b1_b2_b3_b4_b5_b6","Trial:4 Rep3_1_nScene1_freqdistance0_freq(1600)_AM(23)_gap([8.7391,16.3478,22.7391]).wav",8777.224,40,"trial",0,0,3,3,1,40,1,1,0,0,-69.550758
"cS31_b1_b2_b3_b4_b5_b6","Trial:5 Rep2_1_nScene1_freqdistance0_freq(2016)_AM(23)_gap([6.2609,9.4783]).wav",8813.624,41,"trial",0,0,2,2,1,41,1,1,0,0,-607.20477
"cS31_b1_b2_b3_b4_b5_b6","Trial:6 Rep1_2_nScene2_freqdistance6_freq(1115,2263)_AM(7,3)_gap([14.4286,18.1429,24.7143;6,8,20.3333]).wav",8849.641,42,"trial",0,0,3,3,1,42,1,0,0,1,-222.95285
"cS31_b1_b2_b3_b4_b5_b6","Trial:7 Rep3_3_nScene3_freqdistance6_freq(1600,766)_AM(23,3)_gap([17.913,20.087,26.6957;7.3333,12.6667,22.3333;15.0769,24.4615]).wav",8885.008,43,"trial",1,2,3,3,1,43,1,0,1,0,1369.0045
"cS31_b1_b2_b3_b4_b5_b6","Trial:8 Rep1_1_nScene1_freqdistance0_freq(1115)_AM(7)_gap([12.8571,21.1429,23.2857]).wav",8920.309,44,"trial",0,0,3,3,1,44,1,1,0,0,-1228.301
"cS31_b1_b2_b3_b4_b5_b6","Trial:9 Rep1_3_nScene3_freqdistance6_freq(1115,2263)_AM(7,3)_gap([8.5714,26.1429;11.3333,17,19.3333;14.8462,21.6923]).wav",8955.709,45,"trial",0,0,2,2,1,45,1,0,1,0,821.453
"cS31_b1_b2_b3_b4_b5_b6","Trial:10 Rep2_3_nScene3_freqdistance6_freq(2016,993)_AM(23,7)_gap([22.7826,24.8261;8.8571,15.8571,18;12.3333,20.3333,27]).wav",8991.226,46,"trial",0,1,2,2,1,46,1,0,1,0,-340.24716
"cS31_b1_b2_b3_b4_b5_b6","Trial:11 Rep4_3_nScene3_freqdistance6_freq(1600,3154)_AM(3,23)_gap([11.6667,19;9.4348,14.0435,22.1304;16.1429,24.1429,26.7143]).wav",9028.713,47,"trial",0,0,2,2,1,47,1,0,1,0,-533.94513
"cS31_b1_b2_b3_b4_b5_b6","Trial:12 Rep4_2_nScene2_freqdistance6_freq(1600,766)_AM(3,23)_gap([6,18.6667;8.913,25.4783]).wav",9064.164,48,"trial",0,0,2,2,1,48,1,0,0,1,113.65826
"cS31_b1_b2_b3_b4_b5_b6","Trial:1 Rep3_2_nScene2_freqdistance6_freq(1600,766)_AM(7,23)_gap([6.2857,14.5714,22.7143;16.6522,20.4783]).wav",9103.498,49,"trial",0,0,3,3,1,49,1,0,0,1,-132.0869
"cS31_b1_b2_b3_b4_b5_b6","Trial:2 Rep2_1_nScene1_freqdistance0_freq(1796)_AM(3)_gap([15,18.3333]).wav",9139.214,50,"trial",0,0,2,2,1,50,1,1,0,0,50.837513
"cS31_b1_b2_b3_b4_b5_b6","Trial:3 Rep3_1_nScene1_freqdistance0_freq(1600)_AM(7)_gap([6.7143,18.8571,24.4286]).wav",9175.029,51,"trial",0,0,3,3,1,51,1,1,0,0,-415.92471
"cS31_b1_b2_b3_b4_b5_b6","Trial:4 Rep2_2_nScene2_freqdistance6_freq(1796,872)_AM(3,7)_gap([8.6667,10.6667,25;13.4286,22.8571]).wav",9210.647,52,"trial",1,0,2,3,0.66667,52,1,0,0,1,-301.15567
"cS31_b1_b2_b3_b4_b5_b6","Trial:5 Rep4_1_nScene1_freqdistance0_freq(1425)_AM(23)_gap([7.2174,19.5652,25.5217]).wav",9245.848,53,"trial",0,0,3,3,1,53,1,1,0,0,-827.36713
"cS31_b1_b2_b3_b4_b5_b6","Trial:6 Rep4_2_nScene2_freqdistance6_freq(1425,2851)_AM(23,13)_gap([8.0435,11.6087,26.2609;15,22.0769]).wav",9281.467,54,"trial",0,1,3,3,1,54,1,0,0,1,914.24823
"cS31_b1_b2_b3_b4_b5_b6","Trial:7 Rep2_3_nScene3_freqdistance6_freq(1796,872)_AM(3,7)_gap([6.3333,11.6667;9.1429,18.5714,22;15.0435,24.2609,26.3913]).wav",9316.998,55,"trial",0,0,2,2,1,55,1,0,1,0,192.9561
"cS31_b1_b2_b3_b4_b5_b6","Trial:8 Rep1_1_nScene1_freqdistance0_freq(1270)_AM(3)_gap([14,19.6667]).wav",9354.135,56,"trial",1,0,1,2,0.5,56,1,1,0,0,-1070.5428
"cS31_b1_b2_b3_b4_b5_b6","Trial:9 Rep4_3_nScene3_freqdistance6_freq(1425,2851)_AM(23,13)_gap([16.9565,22.5652;19.8462,26.1538;6.4286,9.5714,12.5714]).wav",9389.781,57,"trial",0,1,2,2,1,57,1,0,1,0,347.12164
"cS31_b1_b2_b3_b4_b5_b6","Trial:10 Rep3_3_nScene3_freqdistance6_freq(1600,766)_AM(7,23)_gap([16,25.1429;10.3043,22.7391;8,12.6923,19.0769]).wav",9425.398,58,"trial",0,0,2,2,1,58,1,0,1,0,-792.07397
"cS31_b1_b2_b3_b4_b5_b6","Trial:11 Rep1_2_nScene2_freqdistance6_freq(1270,582)_AM(3,7)_gap([6.3333,8.6667;14.1429,19.2857]).wav",9460.815,59,"trial",0,0,2,2,1,59,1,0,0,1,-1197.2015
"cS31_b1_b2_b3_b4_b5_b6","Trial:12 Rep1_3_nScene3_freqdistance6_freq(1270,2540)_AM(3,7)_gap([8.6667,15.6667,21.6667;13.1429,24,26.2857;6.5217,19.1304]).wav",9496.537,60,"trial",0,0,3,3,1,60,1,0,1,0,-367.61676
"cS31_b1_b2_b3_b4_b5_b6","Trial:1 Rep1_2_nScene2_freqdistance6_freq(1270,2540)_AM(13,7)_gap([9.8462,15.0769,21.3077;23.5714,25.8571]).wav",9536.071,61,"trial",0,0,3,3,1,61,1,0,0,1,437.6824
"cS31_b1_b2_b3_b4_b5_b6","Trial:2 Rep2_2_nScene2_freqdistance6_freq(1115,497)_AM(3,7)_gap([6.3333,10,18.3333;12.5714,15.4286,25]).wav",9571.34,62,"trial",0,0,3,3,1,62,1,0,0,1,74.692734
"cS31_b1_b2_b3_b4_b5_b6","Trial:3 Rep2_3_nScene3_freqdistance6_freq(1115,497)_AM(3,7)_gap([10,25.3333;7.7143,16,20;13.6923,22.0769]).wav",9607.056,63,"trial",0,0,2,2,1,63,1,0,1,0,1005.6416
"cS31_b1_b2_b3_b4_b5_b6","Trial:4 Rep3_2_nScene2_freqdistance6_freq(1425,2851)_AM(13,23)_gap([8.1538,18.6154,23.1538;20.8696,25.3043]).wav",9642.459,64,"trial",0,0,3,3,1,64,1,0,0,1,168.16963
"cS31_b1_b2_b3_b4_b5_b6","Trial:5 Rep3_3_nScene3_freqdistance6_freq(1425,2851)_AM(13,23)_gap([6.3846,19.0769,21.8462;8.8696,16.6087;11.1429,13.5714,24.5714]).wav",9677.672,65,"trial",1,0,2,3,0.66667,65,1,0,1,0,-1031.2122
"cS31_b1_b2_b3_b4_b5_b6","Trial:6 Rep3_1_nScene1_freqdistance0_freq(1425)_AM(13)_gap([12.4615,18.3077,21.3846]).wav",9713.122,66,"trial",1,0,2,3,0.66667,66,1,1,0,0,-896.81586
"cS31_b1_b2_b3_b4_b5_b6","Trial:7 Rep4_2_nScene2_freqdistance6_freq(1115,497)_AM(7,23)_gap([13.4286,23.2857,26;7.2174,10.8696,21.1304]).wav",9749.956,67,"trial",0,0,3,3,1,67,1,0,0,1,509.63937
"cS31_b1_b2_b3_b4_b5_b6","Trial:8 Rep4_1_nScene1_freqdistance0_freq(1115)_AM(7)_gap([15.1429,21.4286]).wav",9785.606,68,"trial",0,0,2,2,1,68,1,1,0,0,-3.0169101
"cS31_b1_b2_b3_b4_b5_b6","Trial:9 Rep4_3_nScene3_freqdistance6_freq(1115,2263)_AM(7,23)_gap([6.4286,23.4286;16,20.8696,25.8696;12.2308,18.6923]).wav",9821.54,69,"trial",1,0,1,2,0.5,69,1,0,1,0,1609.1311
"cS31_b1_b2_b3_b4_b5_b6","Trial:10 Rep1_3_nScene3_freqdistance6_freq(1270,582)_AM(13,7)_gap([17.2308,20.1538,26.7692;11.5714,23.4286;7.3043,14.4783]).wav",9857.007,70,"trial",1,0,2,3,0.66667,70,1,0,1,0,24.680813
"cS31_b1_b2_b3_b4_b5_b6","Trial:11 Rep2_1_nScene1_freqdistance0_freq(1115)_AM(3)_gap([8,14.6667,25.3333]).wav",9892.609,71,"trial",0,0,3,3,1,71,1,1,0,0,-1826.3547
"cS31_b1_b2_b3_b4_b5_b6","Trial:12 Rep1_1_nScene1_freqdistance0_freq(1270)_AM(13)_gap([19.6154,26.5385]).wav",9928.528,72,"trial",0,0,2,2,1,72,1,1,0,0,-1346.8213
"cS32_b1_b2_b3_b4_b5_b6","Trial:1 Rep3_1_nScene1_freqdistance0_freq(2016)_AM(7)_gap([8.7143,12.4286,19]).wav",14256.362,1,"trial",0,0,3,3,1,1,1,1,0,0,-432.20602
"cS32_b1_b2_b3_b4_b5_b6","Trial:2 Rep2_3_nScene3_freqdistance6_freq(2016,3917)_AM(7,23)_gap([13.1429,21.7143;6.6087,16.3913,26.8261;8.6154,24.5385]).wav",14298.029,2,"trial",1,2,2,2,1,2,1,0,1,0,290.91669
"cS32_b1_b2_b3_b4_b5_b6","Trial:3 Rep1_3_nScene3_freqdistance6_freq(1600,766)_AM(3,7)_gap([12.3333,15;17.5714,25;7.3846,20.9231,22.9231]).wav",14351.372,3,"trial",1,2,1,2,0.5,3,1,0,1,0,1232.2705
"cS32_b1_b2_b3_b4_b5_b6","Trial:4 Rep4_2_nScene2_freqdistance6_freq(1796,872)_AM(3,13)_gap([13,24.3333;6.2308,9.2308,21.1538]).wav",14391.539,4,"trial",0,0,2,2,1,4,1,0,0,1,674.15118
"cS32_b1_b2_b3_b4_b5_b6","Trial:5 Rep2_2_nScene2_freqdistance6_freq(2016,993)_AM(7,23)_gap([9.5714,19.8571;6.913,17.6522,25.6957]).wav",14430.639,5,"trial",0,0,2,2,1,5,1,0,0,1,811.33875
"cS32_b1_b2_b3_b4_b5_b6","Trial:6 Rep3_3_nScene3_freqdistance6_freq(2016,993)_AM(7,3)_gap([12.2857,14.5714;16.6667,25.6667;6.1538,9.9231,19]).wav",14467.806,6,"trial",1,2,1,2,0.5,6,1,0,1,0,568.93988
"cS32_b1_b2_b3_b4_b5_b6","Trial:7 Rep4_1_nScene1_freqdistance0_freq(1796)_AM(3)_gap([13,17,21]).wav",14503.326,7,"trial",1,0,2,3,0.66667,7,1,1,0,0,834.04858
"cS32_b1_b2_b3_b4_b5_b6","Trial:8 Rep2_1_nScene1_freqdistance0_freq(2016)_AM(7)_gap([11,19.5714]).wav",14539.59,8,"trial",0,0,2,2,1,8,1,1,0,0,-488.24509
"cS32_b1_b2_b3_b4_b5_b6","Trial:9 Rep3_2_nScene2_freqdistance6_freq(2016,993)_AM(7,3)_gap([12.1429,14.2857,26;6.6667,18.3333]).wav",14575.06,9,"trial",0,1,3,3,1,9,1,0,0,1,-186.29381
"cS32_b1_b2_b3_b4_b5_b6","Trial:10 Rep4_3_nScene3_freqdistance6_freq(1796,3540)_AM(3,13)_gap([18.3333,24,26.3333;9.0769,11.3077,14.8462;6.2857,21.4286]).wav",14612.018,10,"trial",1,1,2,3,0.66667,10,1,0,1,0,-66.914459
"cS32_b1_b2_b3_b4_b5_b6","Trial:11 Rep1_2_nScene2_freqdistance6_freq(1600,766)_AM(3,7)_gap([17.3333,20,24.3333;11,14]).wav",14647.3,11,"trial",1,1,2,3,0.66667,11,1,0,0,1,382.80399
"cS32_b1_b2_b3_b4_b5_b6","Trial:12 Rep1_1_nScene1_freqdistance0_freq(1600)_AM(3)_gap([6.3333,14]).wav",14683.358,12,"trial",0,0,2,2,1,12,1,1,0,0,-103.977
"cS32_b1_b2_b3_b4_b5_b6","Trial:1 Rep3_2_nScene2_freqdistance6_freq(1115,497)_AM(13,23)_gap([21.6923,25.0769;9.8261,14.4783,19.6087]).wav",14724.364,13,"trial",0,1,2,2,1,13,1,0,0,1,660.62195
"cS32_b1_b2_b3_b4_b5_b6","Trial:2 Rep2_3_nScene3_freqdistance6_freq(1425,2851)_AM(23,3)_gap([8.0435,18.7391;13.6667,16.6667,27;11.2857,21.8571,24]).wav",14760.298,14,"trial",0,0,2,2,1,14,1,0,1,0,-105.35763
"cS32_b1_b2_b3_b4_b5_b6","Trial:3 Rep1_2_nScene2_freqdistance6_freq(1600,766)_AM(13,23)_gap([8.0769,21.3846;10.3913,13.4783,23.7391]).wav",14797.164,15,"trial",0,0,2,2,1,15,1,0,0,1,1069.5945
"cS32_b1_b2_b3_b4_b5_b6","Trial:4 Rep4_2_nScene2_freqdistance6_freq(1796,872)_AM(7,3)_gap([13.5714,21.1429;6.3333,16.3333,25.3333]).wav",14832.715,16,"trial",0,0,2,2,1,16,1,0,0,1,95.339714
"cS32_b1_b2_b3_b4_b5_b6","Trial:5 Rep1_3_nScene3_freqdistance6_freq(1600,766)_AM(13,23)_gap([12.8462,20.4615;10.0435,18.0435;7,15.6667,23.3333]).wav",14868.851,17,"trial",1,2,1,2,0.5,17,1,0,1,0,958.02808
"cS32_b1_b2_b3_b4_b5_b6","Trial:6 Rep4_3_nScene3_freqdistance6_freq(1796,872)_AM(7,3)_gap([9.4286,24;7.3333,14,26.3333;16.1739,20.3913]).wav",14906.265,18,"trial",1,1,1,2,0.5,18,1,0,1,0,455.26404
"cS32_b1_b2_b3_b4_b5_b6","Trial:7 Rep3_1_nScene1_freqdistance0_freq(1115)_AM(13)_gap([9.5385,14.2308,18.3077]).wav",14941.519,19,"trial",0,0,3,3,1,19,1,1,0,0,-957.06036
"cS32_b1_b2_b3_b4_b5_b6","Trial:8 Rep1_1_nScene1_freqdistance0_freq(1600)_AM(13)_gap([7.2308,17.6923,23.6923]).wav",14977.55,20,"trial",0,0,3,3,1,20,1,1,0,0,85.929176
"cS32_b1_b2_b3_b4_b5_b6","Trial:9 Rep2_1_nScene1_freqdistance0_freq(1425)_AM(23)_gap([8.7391,18.7826,22.4783]).wav",15013.933,21,"trial",0,0,3,3,1,21,1,1,0,0,-754.12732
"cS32_b1_b2_b3_b4_b5_b6","Trial:10 Rep2_2_nScene2_freqdistance6_freq(1425,663)_AM(23,3)_gap([9.1304,22.4783,24.6087;16.3333,20.3333]).wav",15050.249,22,"trial",0,0,3,3,1,22,1,0,0,1,107.88628
"cS32_b1_b2_b3_b4_b5_b6","Trial:11 Rep4_1_nScene1_freqdistance0_freq(1796)_AM(7)_gap([13.7143,18.1429,24]).wav",15086.271,23,"trial",0,0,3,3,1,23,1,1,0,0,-822.36755
"cS32_b1_b2_b3_b4_b5_b6","Trial:12 Rep3_3_nScene3_freqdistance6_freq(1115,497)_AM(13,23)_gap([6.7692,12.5385,19;10.1304,16.913;22.3333,26]).wav",15121.655,24,"trial",0,0,3,3,1,24,1,0,1,0,978.78265
"cS32_b1_b2_b3_b4_b5_b6","Trial:1 Rep3_1_nScene1_freqdistance0_freq(1115)_AM(13)_gap([10.6154,25]).wav",15162.672,25,"trial",0,0,2,2,1,25,1,1,0,0,-586.45898
"cS32_b1_b2_b3_b4_b5_b6","Trial:2 Rep1_2_nScene2_freqdistance6_freq(1425,2851)_AM(23,13)_gap([10.7826,23.1304,25.6087;6.8462,14.6154,18.5385]).wav",15198.458,26,"trial",0,0,3,3,1,26,1,0,0,1,329.13217
"cS32_b1_b2_b3_b4_b5_b6","Trial:3 Rep2_3_nScene3_freqdistance6_freq(1425,663)_AM(23,7)_gap([6.0435,16.4783,26.0435;11.5714,24;18.6667,20.6667]).wav",15233.94,27,"trial",0,1,3,3,1,27,1,0,1,0,-1134.6919
"cS32_b1_b2_b3_b4_b5_b6","Trial:4 Rep1_1_nScene1_freqdistance0_freq(1425)_AM(23)_gap([8.8696,14.7826]).wav",15269.306,28,"trial",0,0,2,2,1,28,1,1,0,0,-480.66519
"cS32_b1_b2_b3_b4_b5_b6","Trial:5 Rep4_3_nScene3_freqdistance6_freq(2016,993)_AM(23,7)_gap([6.3913,8.5652,21.087;10.5714,14.4286,25;16.6923,19]).wav",15305.19,29,"trial",1,2,3,3,1,29,1,0,1,0,98.461418
"cS32_b1_b2_b3_b4_b5_b6","Trial:6 Rep4_1_nScene1_freqdistance0_freq(2016)_AM(23)_gap([6.0435,13.2609,24.6087]).wav",15340.507,30,"trial",0,0,3,3,1,30,1,1,0,0,-461.57434
"cS32_b1_b2_b3_b4_b5_b6","Trial:7 Rep2_1_nScene1_freqdistance0_freq(1425)_AM(23)_gap([14.5652,25.7391]).wav",15376.641,31,"trial",0,0,2,2,1,31,1,1,0,0,-1083.5195
"cS32_b1_b2_b3_b4_b5_b6","Trial:8 Rep4_2_nScene2_freqdistance6_freq(2016,3917)_AM(23,7)_gap([7.3913,14.2609,19.2174;21.5714,24]).wav",15412.191,32,"trial",0,0,3,3,1,32,1,0,0,1,-271.56052
"cS32_b1_b2_b3_b4_b5_b6","Trial:9 Rep3_3_nScene3_freqdistance6_freq(1115,2263)_AM(13,3)_gap([20,22.2308;10.6667,13.3333,25.6667;6.5714,15.4286]).wav",15448.091,33,"trial",1,0,1,2,0.5,33,1,0,1,0,-664.99915
"cS32_b1_b2_b3_b4_b5_b6","Trial:10 Rep1_3_nScene3_freqdistance6_freq(1425,2851)_AM(23,13)_gap([6.8261,13.3043,20.087;15.6923,22.4615,24.5385;11.2857,17.8571]).wav",15483.441,34,"trial",0,0,3,3,1,34,1,0,1,0,-101.88902
"cS32_b1_b2_b3_b4_b5_b6","Trial:11 Rep3_2_nScene2_freqdistance6_freq(1115,2263)_AM(13,3)_gap([6.7692,11.8462;14,19,21]).wav",15519.358,35,"trial",0,0,2,2,1,35,1,0,0,1,-173.75795
"cS32_b1_b2_b3_b4_b5_b6","Trial:12 Rep2_2_nScene2_freqdistance6_freq(1425,663)_AM(23,7)_gap([10.3913,21.6087;7.5714,12.5714,26.5714]).wav",15554.914,36,"trial",0,0,2,2,1,36,1,0,0,1,494.58325
"cS32_b1_b2_b3_b4_b5_b6","Trial:1 Rep3_1_nScene1_freqdistance0_freq(1270)_AM(23)_gap([9.0435,17.2609,21.0435]).wav",15594.551,37,"trial",0,0,3,3,1,37,1,1,0,0,-599.52203
"cS32_b1_b2_b3_b4_b5_b6","Trial:2 Rep4_1_nScene1_freqdistance0_freq(1270)_AM(3)_gap([16,19,25.6667]).wav",15643.769,38,"trial",0,0,3,3,1,38,1,1,0,0,-569.70001
"cS32_b1_b2_b3_b4_b5_b6","Trial:3 Rep1_3_nScene3_freqdistance6_freq(1600,766)_AM(3,13)_gap([12.6667,19.3333,27;7.0769,10.6154,24.9231;16.913,22.3043]).wav",15679.266,39,"trial",1,2,0,3,0,39,1,0,1,0,963.05273
"cS32_b1_b2_b3_b4_b5_b6","Trial:4 Rep2_1_nScene1_freqdistance0_freq(1425)_AM(13)_gap([11.8462,15.9231,26.7692]).wav",15714.416,40,"trial",0,0,3,3,1,40,1,1,0,0,-354.46719
"cS32_b1_b2_b3_b4_b5_b6","Trial:5 Rep3_2_nScene2_freqdistance6_freq(1270,582)_AM(23,13)_gap([6.1739,10.1304,12.3043;15.9231,19.7692,25.6154]).wav",15749.7,41,"trial",0,0,3,3,1,41,1,0,0,1,675.74579
"cS32_b1_b2_b3_b4_b5_b6","Trial:6 Rep2_3_nScene3_freqdistance6_freq(1425,663)_AM(13,7)_gap([16.7692,19.3846,26.6923;6.7143,21.5714,23.8571;10.0435,14.3478]).wav",15785.289,42,"trial",1,1,2,3,0.66667,42,1,0,1,0,431.0784
"cS32_b1_b2_b3_b4_b5_b6","Trial:7 Rep1_1_nScene1_freqdistance0_freq(1600)_AM(3)_gap([20.3333,22.3333]).wav",15821.101,43,"trial",1,0,1,2,0.5,43,1,1,0,0,-184.54964
"cS32_b1_b2_b3_b4_b5_b6","Trial:8 Rep2_2_nScene2_freqdistance6_freq(1425,663)_AM(13,7)_gap([16.7692,19.6923;7,26]).wav",15856.835,44,"trial",0,0,2,2,1,44,1,0,0,1,-114.08057
"cS32_b1_b2_b3_b4_b5_b6","Trial:9 Rep4_2_nScene2_freqdistance6_freq(1270,582)_AM(3,13)_gap([13,22.3333,24.3333;9.1538,19.3846]).wav",15892.085,45,"trial",1,1,1,3,0.33333,45,1,0,0,1,-351.90433
"cS32_b1_b2_b3_b4_b5_b6","Trial:10 Rep4_3_nScene3_freqdistance6_freq(1270,2540)_AM(3,13)_gap([6.3333,14.3333,20.6667;11.0769,18,25.9231;8.3913,23.087]).wav",15928.335,46,"trial",1,0,2,3,0.66667,46,1,0,1,0,607.3222
"cS32_b1_b2_b3_b4_b5_b6","Trial:11 Rep1_2_nScene2_freqdistance6_freq(1600,766)_AM(3,13)_gap([11.3333,21.3333,26.6667;6.1538,13.6154]).wav",15964.837,47,"trial",1,0,2,3,0.66667,47,1,0,0,1,-142.13474
"cS32_b1_b2_b3_b4_b5_b6","Trial:12 Rep3_3_nScene3_freqdistance6_freq(1270,2540)_AM(23,13)_gap([6.6957,20.5652,26.3913;9,15.9231;12.8571,23.7143]).wav",16001.385,48,"trial",0,0,3,3,1,48,1,0,1,0,-152.95024
"cS32_b1_b2_b3_b4_b5_b6","Trial:1 Rep4_3_nScene3_freqdistance6_freq(1270,582)_AM(7,3)_gap([13.1429,16.8571,19.4286;22.6667,24.6667;6.3077,8.5385]).wav",16042.271,49,"trial",1,1,2,3,0.66667,49,1,0,1,0,803.21051
"cS32_b1_b2_b3_b4_b5_b6","Trial:2 Rep2_2_nScene2_freqdistance6_freq(1600,3154)_AM(23,13)_gap([6.3478,9.3478,25.1304;13.2308,17.9231]).wav",16077.755,50,"trial",0,0,3,3,1,50,1,0,0,1,68.35836
